Text,Label
raat 9 baje Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Rahul today,CreateTaskWithReminder
today Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao today,CreateTaskWithReminder
Remind me to call Rahul tomorrow,CreateTaskWithReminder
tomorrow Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Rahul kal,CreateTaskWithReminder
kal Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao kal,CreateTaskWithReminder
Remind me to call Rahul aaj shaam,CreateTaskWithReminder
aaj shaam Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Rahul next monday,CreateTaskWithReminder
next monday Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao next monday,CreateTaskWithReminder
Remind me to call Rahul friday,CreateTaskWithReminder
friday Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao friday,CreateTaskWithReminder
Remind me to call Rahul at 5 pm,CreateTaskWithReminder
at 5 pm Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Rahul subah 10 baje,CreateTaskWithReminder
subah 10 baje Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Rahul raat 9 baje,CreateTaskWithReminder
raat 9 baje Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Ankit today,CreateTaskWithReminder
today Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao today,CreateTaskWithReminder
Remind me to call Ankit tomorrow,CreateTaskWithReminder
tomorrow Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Ankit kal,CreateTaskWithReminder
kal Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao kal,CreateTaskWithReminder
Remind me to call Ankit aaj shaam,CreateTaskWithReminder
aaj shaam Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Ankit next monday,CreateTaskWithReminder
next monday Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Ankit friday,CreateTaskWithReminder
friday Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao friday,CreateTaskWithReminder
Remind me to call Ankit at 5 pm,CreateTaskWithReminder
at 5 pm Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Ankit subah 10 baje,CreateTaskWithReminder
subah 10 baje Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Ankit raat 9 baje,CreateTaskWithReminder
raat 9 baje Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Rohit today,CreateTaskWithReminder
today Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao today,CreateTaskWithReminder
Remind me to call Rohit tomorrow,CreateTaskWithReminder
tomorrow Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Rohit kal,CreateTaskWithReminder
kal Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao kal,CreateTaskWithReminder
Remind me to call Rohit aaj shaam,CreateTaskWithReminder
aaj shaam Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Rohit next monday,CreateTaskWithReminder
next monday Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Rohit friday,CreateTaskWithReminder
friday Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao friday,CreateTaskWithReminder
Remind me to call Rohit at 5 pm,CreateTaskWithReminder
at 5 pm Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Rohit subah 10 baje,CreateTaskWithReminder
subah 10 baje Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Rohit raat 9 baje,CreateTaskWithReminder
raat 9 baje Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Amit today,CreateTaskWithReminder
today Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao today,CreateTaskWithReminder
Remind me to call Amit tomorrow,CreateTaskWithReminder
tomorrow Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Amit kal,CreateTaskWithReminder
kal Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao kal,CreateTaskWithReminder
Remind me to call Amit aaj shaam,CreateTaskWithReminder
aaj shaam Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Amit next monday,CreateTaskWithReminder
next monday Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Amit friday,CreateTaskWithReminder
friday Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao friday,CreateTaskWithReminder
Remind me to call Amit at 5 pm,CreateTaskWithReminder
at 5 pm Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Amit subah 10 baje,CreateTaskWithReminder
subah 10 baje Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Amit raat 9 baje,CreateTaskWithReminder
raat 9 baje Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao raat 9 baje,CreateTaskWithReminder
daily report bhejna,CreateRecurringTask
daily follow up karna hai,CreateRecurringTask
daily team meeting schedule karo,CreateRecurringTask
weekly report bhejna,CreateRecurringTask
weekly follow up karna hai,CreateRecurringTask
weekly team meeting schedule karo,CreateRecurringTask
monthly report bhejna,CreateRecurringTask
monthly follow up karna hai,CreateRecurringTask
monthly team meeting schedule karo,CreateRecurringTask
har monday report bhejna,CreateRecurringTask
har monday follow up karna hai,CreateRecurringTask
har monday team meeting schedule karo,CreateRecurringTask
roz report bhejna,CreateRecurringTask
roz follow up karna hai,CreateRecurringTask
roz team meeting schedule karo,CreateRecurringTask
har mahine report bhejna,CreateRecurringTask
har mahine follow up karna hai,CreateRecurringTask
har mahine team meeting schedule karo,CreateRecurringTask
Manish wala task delete karo,DeleteTask
Delete task for Manish,DeleteTask
Rahul wala task delete karo,DeleteTask
Delete task for Rahul,DeleteTask
Ankit wala task delete karo,DeleteTask
Delete task for Ankit,DeleteTask
Rohit wala task delete karo,DeleteTask
Delete task for Rohit,DeleteTask
Amit wala task delete karo,DeleteTask
Delete task for Amit,DeleteTask
today ke tasks dikhao,GetTasks
Show my tasks today,GetTasks
tomorrow ke tasks dikhao,GetTasks
Show my tasks tomorrow,GetTasks
kal ke tasks dikhao,GetTasks
Show my tasks kal,GetTasks
aaj shaam ke tasks dikhao,GetTasks
Show my tasks aaj shaam,GetTasks
next monday ke tasks dikhao,GetTasks
Show my tasks next monday,GetTasks
friday ke tasks dikhao,GetTasks
Show my tasks friday,GetTasks
at 5 pm ke tasks dikhao,GetTasks
Show my tasks at 5 pm,GetTasks
subah 10 baje ke tasks dikhao,GetTasks
Show my tasks subah 10 baje,GetTasks
raat 9 baje ke tasks dikhao,GetTasks
Show my tasks raat 9 baje,GetTasks
Manish task complete kar do,CompleteTask
Mark Manish task done,CompleteTask
Rahul task complete kar do,CompleteTask
Mark Rahul task done,CompleteTask
Ankit task complete kar do,CompleteTask
Mark Ankit task done,CompleteTask
Rohit task complete kar do,CompleteTask
Mark Rohit task done,CompleteTask
Amit task complete kar do,CompleteTask
Mark Amit task done,CompleteTask
Weather kaisa hai,Unknown
News dikhao,Unknown
Joke sunao,Unknown
Time kya ho raha hai,Unknown
Google open karo,Unknown
Remind me to call Manish,CreateTask
Manish ko call karna hai,CreateTask
I need to call Manish,CreateTask
Please call Manish,CreateTask
Remind me to email Manish,CreateTask
Manish ko email karna hai,CreateTask
I need to email Manish,CreateTask
Please email Manish,CreateTask
Remind me to message Manish,CreateTask
Manish ko message karna hai,CreateTask
I need to message Manish,CreateTask
Please message Manish,CreateTask
Remind me to follow up with Manish,CreateTask
Manish ko follow up with karna hai,CreateTask
I need to follow up with Manish,CreateTask
Please follow up with Manish,CreateTask
Remind me to send report to Manish,CreateTask
Manish ko send report to karna hai,CreateTask
I need to send report to Manish,CreateTask
Please send report to Manish,CreateTask
Remind me to contact Manish,CreateTask
Manish ko contact karna hai,CreateTask
I need to contact Manish,CreateTask
Please contact Manish,CreateTask
Remind me to meet Manish,CreateTask
Manish ko meet karna hai,CreateTask
I need to meet Manish,CreateTask
Please meet Manish,CreateTask
Remind me to prepare report Manish,CreateTask
Manish ko prepare report karna hai,CreateTask
I need to prepare report Manish,CreateTask
Please prepare report Manish,CreateTask
Manish ko call karna hai,CreateTask
Manish ko email bhejna hai,CreateTask
Manish ko follow up karna hai,CreateTask
Manish ko report banana hai,CreateTask
Manish ko meeting karni hai,CreateTask
Remind me to call Rahul,CreateTask
Rahul ko call karna hai,CreateTask
I need to call Rahul,CreateTask
Please call Rahul,CreateTask
Remind me to email Rahul,CreateTask
Rahul ko email karna hai,CreateTask
I need to email Rahul,CreateTask
Please email Rahul,CreateTask
Remind me to message Rahul,CreateTask
Rahul ko message karna hai,CreateTask
I need to message Rahul,CreateTask
Please message Rahul,CreateTask
Remind me to follow up with Rahul,CreateTask
Rahul ko follow up with karna hai,CreateTask
I need to follow up with Rahul,CreateTask
Please follow up with Rahul,CreateTask
Remind me to send report to Rahul,CreateTask
Rahul ko send report to karna hai,CreateTask
I need to send report to Rahul,CreateTask
Please send report to Rahul,CreateTask
Remind me to contact Rahul,CreateTask
Rahul ko contact karna hai,CreateTask
I need to contact Rahul,CreateTask
Please contact Rahul,CreateTask
Remind me to meet Rahul,CreateTask
Rahul ko meet karna hai,CreateTask
I need to meet Rahul,CreateTask
Please meet Rahul,CreateTask
Remind me to prepare report Rahul,CreateTask
Rahul ko prepare report karna hai,CreateTask
I need to prepare report Rahul,CreateTask
Please prepare report Rahul,CreateTask
Rahul ko call karna hai,CreateTask
Rahul ko email bhejna hai,CreateTask
Rahul ko follow up karna hai,CreateTask
Rahul ko report banana hai,CreateTask
Rahul ko meeting karni hai,CreateTask
Remind me to call Ankit,CreateTask
Ankit ko call karna hai,CreateTask
I need to call Ankit,CreateTask
Please call Ankit,CreateTask
Remind me to email Ankit,CreateTask
Ankit ko email karna hai,CreateTask
I need to email Ankit,CreateTask
Please email Ankit,CreateTask
Remind me to message Ankit,CreateTask
Ankit ko message karna hai,CreateTask
I need to message Ankit,CreateTask
Please message Ankit,CreateTask
Remind me to follow up with Ankit,CreateTask
Ankit ko follow up with karna hai,CreateTask
I need to follow up with Ankit,CreateTask
Please follow up with Ankit,CreateTask
Remind me to send report to Ankit,CreateTask
Ankit ko send report to karna hai,CreateTask
I need to send report to Ankit,CreateTask
Please send report to Ankit,CreateTask
Remind me to contact Ankit,CreateTask
Ankit ko contact karna hai,CreateTask
I need to contact Ankit,CreateTask
Please contact Ankit,CreateTask
Remind me to meet Ankit,CreateTask
Ankit ko meet karna hai,CreateTask
I need to meet Ankit,CreateTask
Please meet Ankit,CreateTask
Remind me to prepare report Ankit,CreateTask
Ankit ko prepare report karna hai,CreateTask
I need to prepare report Ankit,CreateTask
Please prepare report Ankit,CreateTask
Ankit ko call karna hai,CreateTask
Ankit ko email bhejna hai,CreateTask
Ankit ko follow up karna hai,CreateTask
Ankit ko report banana hai,CreateTask
Ankit ko meeting karni hai,CreateTask
Remind me to call Rohit,CreateTask
Rohit ko call karna hai,CreateTask
I need to call Rohit,CreateTask
Please call Rohit,CreateTask
Remind me to email Rohit,CreateTask
Rohit ko email karna hai,CreateTask
I need to email Rohit,CreateTask
Please email Rohit,CreateTask
Remind me to message Rohit,CreateTask
Rohit ko message karna hai,CreateTask
I need to message Rohit,CreateTask
Please message Rohit,CreateTask
Remind me to follow up with Rohit,CreateTask
Rohit ko follow up with karna hai,CreateTask
I need to follow up with Rohit,CreateTask
Please follow up with Rohit,CreateTask
Remind me to send report to Rohit,CreateTask
Rohit ko send report to karna hai,CreateTask
I need to send report to Rohit,CreateTask
Please send report to Rohit,CreateTask
Remind me to contact Rohit,CreateTask
Rohit ko contact karna hai,CreateTask
I need to contact Rohit,CreateTask
Please contact Rohit,CreateTask
Remind me to meet Rohit,CreateTask
Rohit ko meet karna hai,CreateTask
I need to meet Rohit,CreateTask
Please meet Rohit,CreateTask
Remind me to prepare report Rohit,CreateTask
Rohit ko prepare report karna hai,CreateTask
I need to prepare report Rohit,CreateTask
Please prepare report Rohit,CreateTask
Rohit ko call karna hai,CreateTask
Rohit ko email bhejna hai,CreateTask
Rohit ko follow up karna hai,CreateTask
Rohit ko report banana hai,CreateTask
Rohit ko meeting karni hai,CreateTask
Remind me to call Amit,CreateTask
Amit ko call karna hai,CreateTask
I need to call Amit,CreateTask
Please call Amit,CreateTask
Remind me to email Amit,CreateTask
Amit ko email karna hai,CreateTask
I need to email Amit,CreateTask
Please email Amit,CreateTask
Remind me to message Amit,CreateTask
Amit ko message karna hai,CreateTask
I need to message Amit,CreateTask
Please message Amit,CreateTask
Remind me to follow up with Amit,CreateTask
Amit ko follow up with karna hai,CreateTask
I need to follow up with Amit,CreateTask
Please follow up with Amit,CreateTask
Remind me to send report to Amit,CreateTask
Amit ko send report to karna hai,CreateTask
I need to send report to Amit,CreateTask
Please send report to Amit,CreateTask
Remind me to contact Amit,CreateTask
Amit ko contact karna hai,CreateTask
I need to contact Amit,CreateTask
Please contact Amit,CreateTask
Remind me to meet Amit,CreateTask
Amit ko meet karna hai,CreateTask
I need to meet Amit,CreateTask
Please meet Amit,CreateTask
Remind me to prepare report Amit,CreateTask
Amit ko prepare report karna hai,CreateTask
I need to prepare report Amit,CreateTask
Please prepare report Amit,CreateTask
Amit ko call karna hai,CreateTask
Amit ko email bhejna hai,CreateTask
Amit ko follow up karna hai,CreateTask
Amit ko report banana hai,CreateTask
Amit ko meeting karni hai,CreateTask
Assign task to Manish,CreateTask
Manish ko task assign karo,CreateTask
Tell Manish to send report,CreateTask
Manish se kaam karwana hai,CreateTask
Manish handle karega ye task,CreateTask
Assign task to Rahul,CreateTask
Rahul ko task assign karo,CreateTask
Tell Rahul to send report,CreateTask
Rahul se kaam karwana hai,CreateTask
Rahul handle karega ye task,CreateTask
Assign task to Ankit,CreateTask
Ankit ko task assign karo,CreateTask
Tell Ankit to send report,CreateTask
Ankit se kaam karwana hai,CreateTask
Ankit handle karega ye task,CreateTask
Assign task to Rohit,CreateTask
Rohit ko task assign karo,CreateTask
Tell Rohit to send report,CreateTask
Rohit se kaam karwana hai,CreateTask
Rohit handle karega ye task,CreateTask
Assign task to Amit,CreateTask
Amit ko task assign karo,CreateTask
Tell Amit to send report,CreateTask
Amit se kaam karwana hai,CreateTask
Amit handle karega ye task,CreateTask
sales team ko meeting schedule karo,CreateTask
Create task for sales team,CreateTask
sales team ko kal report bhejni hai,CreateTask
sales team follow up kare,CreateTask
Assign work to sales team,CreateTask
marketing team ko meeting schedule karo,CreateTask
Create task for marketing team,CreateTask
marketing team ko kal report bhejni hai,CreateTask
marketing team follow up kare,CreateTask
Assign work to marketing team,CreateTask
hr team ko meeting schedule karo,CreateTask
Create task for hr team,CreateTask
hr team ko kal report bhejni hai,CreateTask
hr team follow up kare,CreateTask
Assign work to hr team,CreateTask
support team ko meeting schedule karo,CreateTask
Create task for support team,CreateTask
support team ko kal report bhejni hai,CreateTask
support team follow up kare,CreateTask
Assign work to support team,CreateTask
dev team ko meeting schedule karo,CreateTask
Create task for dev team,CreateTask
dev team ko kal report bhejni hai,CreateTask
dev team follow up kare,CreateTask
Assign work to dev team,CreateTask
finance team ko meeting schedule karo,CreateTask
Create task for finance team,CreateTask
finance team ko kal report bhejni hai,CreateTask
finance team follow up kare,CreateTask
Assign work to finance team,CreateTask
Team ko meeting schedule karo,CreateTask
Sabko report bhejne bolo,CreateTask
Remind me to call Manish today,CreateTaskWithReminder
today Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao today,CreateTaskWithReminder
Remind me to call Manish tomorrow,CreateTaskWithReminder
tomorrow Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Manish kal,CreateTaskWithReminder
kal Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao kal,CreateTaskWithReminder
Remind me to call Manish aaj shaam,CreateTaskWithReminder
aaj shaam Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Manish next monday,CreateTaskWithReminder
next monday Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao next monday,CreateTaskWithReminder
Remind me to call Manish friday,CreateTaskWithReminder
friday Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao friday,CreateTaskWithReminder
Remind me to call Manish at 5 pm,CreateTaskWithReminder
at 5 pm Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Manish subah 10 baje,CreateTaskWithReminder
subah 10 baje Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Manish raat 9 baje,CreateTaskWithReminder
raat 9 baje Manish ko call karna yaad dilana,CreateTaskWithReminder
Manish reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Rahul today,CreateTaskWithReminder
today Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao today,CreateTaskWithReminder
Remind me to call Rahul tomorrow,CreateTaskWithReminder
tomorrow Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Rahul kal,CreateTaskWithReminder
kal Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao kal,CreateTaskWithReminder
Remind me to call Rahul aaj shaam,CreateTaskWithReminder
aaj shaam Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Rahul next monday,CreateTaskWithReminder
next monday Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao next monday,CreateTaskWithReminder
Remind me to call Rahul friday,CreateTaskWithReminder
friday Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao friday,CreateTaskWithReminder
Remind me to call Rahul at 5 pm,CreateTaskWithReminder
at 5 pm Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Rahul subah 10 baje,CreateTaskWithReminder
subah 10 baje Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Rahul raat 9 baje,CreateTaskWithReminder
raat 9 baje Rahul ko call karna yaad dilana,CreateTaskWithReminder
Rahul reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Ankit today,CreateTaskWithReminder
today Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao today,CreateTaskWithReminder
Remind me to call Ankit tomorrow,CreateTaskWithReminder
tomorrow Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Ankit kal,CreateTaskWithReminder
kal Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao kal,CreateTaskWithReminder
Remind me to call Ankit aaj shaam,CreateTaskWithReminder
aaj shaam Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Ankit next monday,CreateTaskWithReminder
next monday Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Ankit friday,CreateTaskWithReminder
friday Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao friday,CreateTaskWithReminder
Remind me to call Ankit at 5 pm,CreateTaskWithReminder
at 5 pm Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Ankit subah 10 baje,CreateTaskWithReminder
subah 10 baje Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Ankit raat 9 baje,CreateTaskWithReminder
raat 9 baje Ankit ko call karna yaad dilana,CreateTaskWithReminder
Ankit reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Rohit today,CreateTaskWithReminder
today Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao today,CreateTaskWithReminder
Remind me to call Rohit tomorrow,CreateTaskWithReminder
tomorrow Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Rohit kal,CreateTaskWithReminder
kal Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao kal,CreateTaskWithReminder
Remind me to call Rohit aaj shaam,CreateTaskWithReminder
aaj shaam Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Rohit next monday,CreateTaskWithReminder
next monday Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Rohit friday,CreateTaskWithReminder
friday Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao friday,CreateTaskWithReminder
Remind me to call Rohit at 5 pm,CreateTaskWithReminder
at 5 pm Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Rohit subah 10 baje,CreateTaskWithReminder
subah 10 baje Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Rohit raat 9 baje,CreateTaskWithReminder
raat 9 baje Rohit ko call karna yaad dilana,CreateTaskWithReminder
Rohit reminder lagao raat 9 baje,CreateTaskWithReminder
Remind me to call Amit today,CreateTaskWithReminder
today Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao today,CreateTaskWithReminder
Remind me to call Amit tomorrow,CreateTaskWithReminder
tomorrow Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao tomorrow,CreateTaskWithReminder
Remind me to call Amit kal,CreateTaskWithReminder
kal Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao kal,CreateTaskWithReminder
Remind me to call Amit aaj shaam,CreateTaskWithReminder
aaj shaam Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao aaj shaam,CreateTaskWithReminder
Remind me to call Amit next monday,CreateTaskWithReminder
next monday Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao next monday,CreateTaskWithReminder
Remind me to call Amit friday,CreateTaskWithReminder
friday Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao friday,CreateTaskWithReminder
Remind me to call Amit at 5 pm,CreateTaskWithReminder
at 5 pm Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao at 5 pm,CreateTaskWithReminder
Remind me to call Amit subah 10 baje,CreateTaskWithReminder
subah 10 baje Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao subah 10 baje,CreateTaskWithReminder
Remind me to call Amit raat 9 baje,CreateTaskWithReminder
raat 9 baje Amit ko call karna yaad dilana,CreateTaskWithReminder
Amit reminder lagao raat 9 baje,CreateTaskWithReminder
daily report bhejna,CreateRecurringTask
daily follow up karna hai,CreateRecurringTask
daily team meeting schedule karo,CreateRecurringTask
weekly report bhejna,CreateRecurringTask
weekly follow up karna hai,CreateRecurringTask
weekly team meeting schedule karo,CreateRecurringTask
monthly report bhejna,CreateRecurringTask
monthly follow up karna hai,CreateRecurringTask
monthly team meeting schedule karo,CreateRecurringTask
har monday report bhejna,CreateRecurringTask
har monday follow up karna hai,CreateRecurringTask
har monday team meeting schedule karo,CreateRecurringTask
roz report bhejna,CreateRecurringTask
roz follow up karna hai,CreateRecurringTask
roz team meeting schedule karo,CreateRecurringTask
har mahine report bhejna,CreateRecurringTask
har mahine follow up karna hai,CreateRecurringTask
har mahine team meeting schedule karo,CreateRecurringTask
Manish wala task delete karo,DeleteTask
Delete task for Manish,DeleteTask
Rahul wala task delete karo,DeleteTask
Delete task for Rahul,DeleteTask
Ankit wala task delete karo,DeleteTask
Delete task for Ankit,DeleteTask
Rohit wala task delete karo,DeleteTask
Delete task for Rohit,DeleteTask
Amit wala task delete karo,DeleteTask
Delete task for Amit,DeleteTask
today ke tasks dikhao,GetTasks
Show my tasks today,GetTasks
tomorrow ke tasks dikhao,GetTasks
Show my tasks tomorrow,GetTasks
kal ke tasks dikhao,GetTasks
Show my tasks kal,GetTasks
aaj shaam ke tasks dikhao,GetTasks
Show my tasks aaj shaam,GetTasks
next monday ke tasks dikhao,GetTasks
Show my tasks next monday,GetTasks
friday ke tasks dikhao,GetTasks
Show my tasks friday,GetTasks
at 5 pm ke tasks dikhao,GetTasks
Show my tasks at 5 pm,GetTasks
subah 10 baje ke tasks dikhao,GetTasks
Show my tasks subah 10 baje,GetTasks
raat 9 baje ke tasks dikhao,GetTasks
Show my tasks raat 9 baje,GetTasks
Manish task complete kar do,CompleteTask
Mark Manish task done,CompleteTask
Rahul task complete kar do,CompleteTask
Mark Rahul task done,CompleteTask
Ankit task complete kar do,CompleteTask
Mark Ankit task done,CompleteTask
Rohit task complete kar do,CompleteTask
Mark Rohit task done,CompleteTask
Amit task complete kar do,CompleteTask
Mark Amit task done,CompleteTask
Weather kaisa hai,Unknown
News dikhao,Unknown
Joke sunao,Unknown
Time kya ho raha hai,Unknown
Google open karo,Unknown
Remind me to call Manish,CreateTask
Manish ko call karna hai,CreateTask
I need to call Manish,CreateTask
Please call Manish,CreateTask
Remind me to email Manish,CreateTask
Manish ko email karna hai,CreateTask
I need to email Manish,CreateTask
Please email Manish,CreateTask
Remind me to message Manish,CreateTask
Manish ko message karna hai,CreateTask
I need to message Manish,CreateTask
Please message Manish,CreateTask
Remind me to follow up with Manish,CreateTask
Manish ko follow up with karna hai,CreateTask
I need to follow up with Manish,CreateTask
Please follow up with Manish,CreateTask
Remind me to send report to Manish,CreateTask
Manish ko send report to karna hai,CreateTask
I need to send report to Manish,CreateTask
Please send report to Manish,CreateTask
Remind me to contact Manish,CreateTask
Manish ko contact karna hai,CreateTask
I need to contact Manish,CreateTask
Please contact Manish,CreateTask
Remind me to meet Manish,CreateTask
Manish ko meet karna hai,CreateTask
I need to meet Manish,CreateTask
Please meet Manish,CreateTask
Remind me to prepare report Manish,CreateTask
Manish ko prepare report karna hai,CreateTask
I need to prepare report Manish,CreateTask
Please prepare report Manish,CreateTask
Manish ko call karna hai,CreateTask
Manish ko email bhejna hai,CreateTask
